X,Y
-10.0,0.04024123848644198
-9.999757575757501,0.040482745436743926
-9.998969696969622,0.04126747798680921
-9.998181818181743,0.04205195439436293
-9.997393939393865,0.04283616981081526
-9.996606060605986,0.043620119389963415
-9.995818181818107,0.0444037982880213
-9.995030303030228,0.045187201663649236
-9.99424242424235,0.04597032467798353
-9.99345454545447,0.04675316249466615
-9.992666666666592,0.04753571027987428
-9.991878787878713,0.048317963202349906
-9.991090909090834,0.049099916433429355
-9.990303030302956,0.04988156514707279
-9.989515151515077,0.05066290451989371
-9.988727272727198,0.051443929731188436
-9.98793939393932,0.052224635962965504
-9.98715151515144,0.05300501839997511
-9.986363636363562,0.05378507222973849
-9.985575757575683,0.054564792642577256
-9.984787878787804,0.05534417483164276
-9.983999999999925,0.056123213992945356
-9.983212121212047,0.05690190532538373
-9.982424242424168,0.057680244030774104
-9.981636363636289,0.05845822531387948
-9.98084848484841,0.059235844382438826
-9.980060606060531,0.060013096447196254
-9.979272727272653,0.06078997672193014
-9.978484848484774,0.061566480423482256
-9.977696969696895,0.06234260277178683
-9.976909090909016,0.06311833898989963
-9.976121212121138,0.06389368430402695
-9.975333333333259,0.06466863394355464
-9.97454545454538,0.06544318314107705
-9.973757575757501,0.066217327132426
-9.972969696969622,0.06699106115669962
-9.972181818181744,0.06776438045629132
-9.971393939393865,0.06853728027691859
-9.970606060605986,0.06930975586765181
-9.969818181818107,0.07008180248094305
-9.969030303030229,0.07085341537265484
-9.96824242424235,0.0716245898020889
-9.967454545454471,0.0723953210320148
-9.966666666666592,0.0731656043286987
-9.965878787878713,0.0739354349619319
-9.965090909090835,0.07470480820505952
-9.964303030302956,0.07547371933500903
-9.963515151515077,0.0762421636323188
-9.962727272727198,0.07701013638116662
-9.96193939393932,0.0777776328693982
-9.96115151515144,0.07854464838855557
-9.960363636363562,0.07931117823390553
-9.959575757575683,0.080077217704468
-9.958787878787804,0.08084276210304445
-9.957999999999926,0.08160780673624608
-9.957212121212047,0.08237234691452228
-9.956424242424168,0.08313637795218871
-9.95563636363629,0.08389989516745566
-9.95484848484841,0.08466289388245614
-9.954060606060532,0.08542536942327408
-9.953272727272653,0.08618731711997245
-9.952484848484774,0.08694873230662131
-9.951696969696895,0.08770961032132592
-9.950909090909017,0.08846994650625468
-9.950121212121138,0.08922973620766722
-9.949333333333259,0.08998897477594223
-9.94854545454538,0.09074765756560545
-9.947757575757501,0.09150577993535754
-9.946969696969623,0.0922633372481019
-9.946181818181744,0.09302032487097253
-9.945393939393865,0.09377673817536174
-9.944606060605986,0.09453257253694791
-9.943818181818108,0.09528782333572325
-9.943030303030229,0.09604248595602138
-9.94224242424235,0.09679655578654504
-9.941454545454471,0.09755002822039362
-9.940666666666592,0.09830289865509076
-9.939878787878714,0.09905516249261188
-9.939090909090835,0.09980681513941166
-9.938303030302956,0.10055785200645144
-9.937515151515077,0.10130826850922672
-9.936727272727198,0.1020580600677945
-9.93593939393932,0.10280722210680057
-9.935151515151441,0.1035557500555069
-9.934363636363562,0.10430363934781887
-9.933575757575683,0.10505088542231245
-9.932787878787805,0.10579748372226146
-9.931999999999926,0.10654342969566467
-9.931212121212047,0.10728871879527299
-9.930424242424168,0.10803334647861643
-9.92963636363629,0.10877730820803123
-9.92884848484841,0.10952059945068685
-9.928060606060532,0.11026321567861286
-9.927272727272653,0.11100515236872596
-9.926484848484774,0.1117464050028568
-9.925696969696896,0.11248696906777683
-9.924909090909017,0.11322684005522511
-9.924121212121138,0.11396601346193509
-9.92333333333326,0.1147044847896613
-9.92254545454538,0.1154422495452061
-9.921757575757502,0.11617930324044623
